material_id,formula,atom_index,element,component,ref,pred,residual,abs_residual
mp-625378,H36Na4O20,1,Na,yy,1.11889,0.80403566,-0.3148543399999999,0.3148543399999999
mp-625378,H36Na4O20,3,Na,yy,1.11889,0.80403733,-0.31485266999999995,0.31485266999999995
mp-29927,Br2F12Pb7,8,Br,xx,-1.45036,-1.13552988,0.3148301200000001,0.3148301200000001
mp-14001,As32Ba32Si8,20,Ba,yy,2.61776,2.30293918,-0.31482082,0.31482082
mp-15953,P8Rh4,11,Rh,yy,-4.17422,-3.85940266,0.31481733999999983,0.31481733999999983
mp-568208,Cl12Ir4,2,Ir,yy,1.69953,1.38471401,-0.31481599000000005,0.31481599000000005
mp-14001,As32Ba32Si8,13,Ba,zz,2.61777,2.3029542,-0.3148158000000003,0.3148158000000003
mp-14001,As32Ba32Si8,30,Ba,yy,2.61776,2.30294585,-0.3148141500000001,0.3148141500000001
mp-14001,As32Ba32Si8,14,Ba,zz,2.61777,2.30295897,-0.31481103,0.31481103
mp-14001,As32Ba32Si8,12,Ba,zz,2.61777,2.3029623,-0.31480770000000025,0.31480770000000025
mp-14001,As32Ba32Si8,31,Ba,zz,2.61777,2.30296421,-0.3148057900000003,0.3148057900000003
mp-14001,As32Ba32Si8,24,Ba,xx,2.61774,2.3029356,-0.3148043999999999,0.3148043999999999
mp-14001,As32Ba32Si8,21,Ba,xx,2.61774,2.30294037,-0.31479963,0.31479963
mp-14001,As32Ba32Si8,27,Ba,xx,2.61774,2.30294847,-0.31479152999999993,0.31479152999999993
mp-35907,La5Te8Tl,4,La,xx,4.15188,3.8370893,-0.3147907000000001,0.3147907000000001
mp-14001,As32Ba32Si8,8,Ba,yy,2.61776,2.30296969,-0.31479031000000024,0.31479031000000024
mp-14001,As32Ba32Si8,23,Ba,yy,2.61776,2.30297852,-0.31478148000000017,0.31478148000000017
mp-4385,C2Cd2O6,5,O,xx,-2.53439,-2.21961188,0.31477812000000016,0.31477812000000016
mp-14001,As32Ba32Si8,10,Ba,xx,2.61774,2.30296564,-0.3147743599999999,0.3147743599999999
mp-989615,N24W8Y8,8,W,xx,3.37751,3.06277466,-0.3147353399999999,0.3147353399999999
mp-989615,N24W8Y8,12,W,xx,3.37751,3.0627811,-0.3147289,0.3147289
mp-989615,N24W8Y8,14,W,xx,3.37751,3.06278229,-0.3147277100000001,0.3147277100000001
mp-1214348,Ag2Ba2La2Te6,6,Te,yy,-2.18572,-1.87099671,0.3147232899999999,0.3147232899999999
mp-549589,As2La2O2Zn2,0,La,yy,4.72894,4.4142189,-0.31472109999999986,0.31472109999999986
mp-989615,N24W8Y8,10,W,xx,3.37751,3.06279278,-0.3147172199999999,0.3147172199999999
mp-29091,Cu4S4Ti,8,S,yy,-1.61105,-1.29634011,0.31470989000000005,0.31470989000000005
mp-29927,Br2F12Pb7,8,Br,yy,-1.45029,-1.135584,0.31470600000000015,0.31470600000000015
mp-35907,La5Te8Tl,8,Te,yy,-2.54724,-2.23256612,0.31467387999999996,0.31467387999999996
mp-28879,Ca5P8,10,P,yy,-3.27265,-2.95800209,0.31464791000000014,0.31464791000000014
mp-29487,Cl12Pd6,12,Cl,yy,-0.60474,-0.29009432,0.31464568000000004,0.31464568000000004
mp-27125,Cl8MnNa6,9,Cl,yy,-1.09022,-0.77559257,0.31462742999999993,0.31462742999999993
mp-1205774,Cs2F6Re,1,Cs,zz,1.30501,0.99039781,-0.31461218999999996,0.31461218999999996
mp-1205774,Cs2F6Re,0,Cs,zz,1.30501,0.99039811,-0.31461189,0.31461189
mp-567542,I8Pb4,7,I,zz,-0.77674,-0.46212903,0.31461097,0.31461097
mp-567542,I8Pb4,10,I,zz,-0.77674,-0.46213078,0.31460921999999997,0.31460921999999997
mp-1106080,C6Ba6Ir2N6,2,Ba,yy,1.07987,0.76526284,-0.3146071600000001,0.3146071600000001
mp-1106080,C6Ba6Ir2N6,5,Ba,yy,1.07987,0.76526493,-0.31460507000000015,0.31460507000000015
mp-29091,Cu4S4Ti,7,S,yy,-1.61095,-1.29635322,0.31459678,0.31459678
mp-27125,Cl8MnNa6,13,Cl,yy,-1.09018,-0.77559066,0.31458933999999994,0.31458933999999994
mp-27125,Cl8MnNa6,10,Cl,yy,-1.09017,-0.77559221,0.3145777900000001,0.3145777900000001
mp-568208,Cl12Ir4,3,Ir,yy,1.69924,1.3846662,-0.3145738,0.3145738
mp-27125,Cl8MnNa6,14,Cl,yy,-1.09016,-0.77559608,0.31456392,0.31456392
mp-27125,Cl8MnNa6,11,Cl,yy,-1.09016,-0.77559781,0.31456218999999996,0.31456218999999996
mp-27125,Cl8MnNa6,12,Cl,yy,-1.09015,-0.77559948,0.31455051999999994,0.31455051999999994
mp-560088,Cs4F10Li6,17,F,yy,-0.9785,-0.66400421,0.31449579000000005,0.31449579000000005
mp-560088,Cs4F10Li6,12,F,yy,-0.9785,-0.66400456,0.31449544000000007,0.31449544000000007
mp-2184,As8O12,6,As,yy,2.24459,1.93011189,-0.31447811000000003,0.31447811000000003
mp-8479,S16Si4Tl16,17,Si,yy,2.56616,2.25177741,-0.31438259000000013,0.31438259000000013
mp-1392,P16Zn8,4,Zn,zz,1.58248,1.26809835,-0.31438165000000007,0.31438165000000007
mp-17792,Ge4Hg6K4S16,20,S,zz,-1.56033,-1.24594855,0.31438144999999995,0.31438144999999995
mp-1392,P16Zn8,7,Zn,zz,1.58248,1.26810241,-0.3143775900000001,0.3143775900000001
mp-8479,S16Si4Tl16,16,Si,yy,2.56616,2.25178432,-0.31437567999999994,0.31437567999999994
mp-17792,Ge4Hg6K4S16,19,S,zz,-1.56033,-1.2459662,0.31436379999999997,0.31436379999999997
mp-8479,S16Si4Tl16,19,Si,yy,2.56616,2.25179648,-0.3143635200000001,0.3143635200000001
mp-8479,S16Si4Tl16,18,Si,yy,2.56616,2.25180006,-0.3143599400000001,0.3143599400000001
mp-1223855,HgK2SnTe4,1,K,yy,1.43957,1.12523723,-0.31433277000000004,0.31433277000000004
mp-29073,Ge4Nb8Te16,17,Te,xx,-0.00751,0.30681965,0.31432965,0.31432965
mp-1223855,HgK2SnTe4,0,K,xx,1.43957,1.12524176,-0.31432824000000004,0.31432824000000004
mp-17792,Ge4Hg6K4S16,21,S,zz,-1.56028,-1.24595344,0.3143265599999998,0.3143265599999998
mp-17792,Ge4Hg6K4S16,18,S,zz,-1.56028,-1.24595809,0.31432190999999987,0.31432190999999987
mp-29073,Ge4Nb8Te16,18,Te,xx,-0.00751,0.30680221,0.31431221000000004,0.31431221000000004
mp-541032,As10I2Te14,25,I,yy,-0.13525,-0.44945467,-0.31420466999999996,0.31420466999999996
mp-541032,As10I2Te14,24,I,yy,-0.13525,-0.44944647,-0.31419646999999995,0.31419646999999995
mp-14018,As2K6,5,K,yy,0.81178,0.49759465,-0.3141853499999999,0.3141853499999999
mp-14018,As2K6,4,K,xx,0.81176,0.49759442,-0.31416558000000006,0.31416558000000006
mp-554868,Al3Mo12S24,32,S,xx,0.31207,0.62621927,0.31414927,0.31414927
mp-23571,Ba8Bi6K2O2,7,Ba,yy,2.17935,1.86521232,-0.31413768,0.31413768
mp-23571,Ba8Bi6K2O2,6,Ba,yy,2.17935,1.86521459,-0.31413541,0.31413541
mp-554868,Al3Mo12S24,24,S,xx,0.31207,0.62620032,0.31413032,0.31413032
mp-554868,Al3Mo12S24,16,S,xx,0.31207,0.62619704,0.31412703999999997,0.31412703999999997
mp-23571,Ba8Bi6K2O2,4,Ba,yy,2.17935,1.86522353,-0.31412646999999994,0.31412646999999994
mp-23571,Ba8Bi6K2O2,8,Ba,yy,2.17935,1.86522985,-0.31412014999999993,0.31412014999999993
mp-652046,Br4Re12S16,30,Br,xx,0.10389,-0.21022636,-0.31411636,0.31411636
mp-652046,Br4Re12S16,31,Br,xx,0.10389,-0.21022364,-0.31411363999999997,0.31411363999999997
mp-1219343,Cu4Sc4Se8,9,Se,xx,-2.39137,-2.07726812,0.3141018800000004,0.3141018800000004
mp-1219343,Cu4Sc4Se8,11,Se,xx,-2.39137,-2.07727432,0.3140956800000003,0.3140956800000003
mp-34126,Cu12P30Sn3,40,P,yy,-0.29315,0.02092803,0.31407803,0.31407803
mp-34126,Cu12P30Sn3,30,P,yy,-0.29315,0.02090739,0.31405739000000005,0.31405739000000005
mp-34126,Cu12P30Sn3,20,P,yy,-0.29315,0.02090056,0.31405056000000003,0.31405056000000003
mp-35907,La5Te8Tl,6,Te,xx,-2.93134,-2.61730647,0.3140335300000001,0.3140335300000001
mp-1206532,F4NiTl2,5,F,yy,-1.6019,-1.28786683,0.3140331700000001,0.3140331700000001
mp-1206532,F4NiTl2,6,F,xx,-1.6019,-1.28787279,0.3140272100000001,0.3140272100000001
mp-1087549,Cs30N38W14,25,Cs,xx,1.84264,1.52862382,-0.3140161800000001,0.3140161800000001
mp-12904,Ag2Ho2Te4,0,Ho,zz,4.64628,4.33226776,-0.3140122400000003,0.3140122400000003
mp-1087549,Cs30N38W14,8,Cs,yy,1.05499,0.74098724,-0.31400276000000005,0.31400276000000005
mp-1219132,Mo2Re4Se8,3,Re,zz,0.08169,-0.2322861,-0.3139761,0.3139761
mp-1219343,Cu4Sc4Se8,12,Se,xx,-2.39131,-2.07742047,0.31388952999999997,0.31388952999999997
mp-1219343,Cu4Sc4Se8,13,Se,xx,-2.39131,-2.07742214,0.3138878599999999,0.3138878599999999
mp-558864,CrF6Hg,5,F,zz,-1.81206,-1.49819088,0.3138691200000001,0.3138691200000001
mp-17186,Al4As12Ca12,13,Al,zz,1.87741,1.56355369,-0.31385631,0.31385631
mp-1029869,K30Mo14N38,53,N,zz,-0.81405,-1.1279062,-0.3138561999999999,0.3138561999999999
mp-17186,Al4As12Ca12,15,Al,zz,1.87741,1.56355929,-0.3138507100000001,0.3138507100000001
mp-29689,I14Nb6Te2,16,I,yy,-1.86033,-1.54650533,0.31382467000000003,0.31382467000000003
mp-29689,I14Nb6Te2,20,I,yy,-1.86033,-1.54650986,0.31382014,0.31382014
mp-14001,As32Ba32Si8,26,Ba,zz,2.61676,2.30294752,-0.31381248000000017,0.31381248000000017
mp-14001,As32Ba32Si8,17,Ba,yy,2.61675,2.30294847,-0.3138015300000001,0.3138015300000001
mp-14001,As32Ba32Si8,19,Ba,xx,2.61675,2.30294943,-0.31380057000000017,0.31380057000000017
mp-14001,As32Ba32Si8,15,Ba,zz,2.61676,2.30296397,-0.3137960300000002,0.3137960300000002
mp-1029850,Cr14K30N38,11,K,yy,1.67473,1.36093998,-0.3137900200000001,0.3137900200000001
mp-14001,As32Ba32Si8,25,Ba,zz,2.61676,2.30298066,-0.3137793400000004,0.3137793400000004
mp-14018,As2K6,0,K,xx,0.81137,0.49759427,-0.31377573000000003,0.31377573000000003
mp-14001,As32Ba32Si8,29,Ba,yy,2.61675,2.30297852,-0.3137714800000002,0.3137714800000002
mp-22506,As6Cs12In2,0,Cs,xx,1.24412,0.93034935,-0.31377064999999993,0.31377064999999993
mp-22506,As6Cs12In2,1,Cs,xx,1.24412,0.93035197,-0.31376802999999986,0.31376802999999986
mp-14001,As32Ba32Si8,16,Ba,zz,2.61676,2.30299401,-0.31376599000000027,0.31376599000000027
mp-14001,As32Ba32Si8,9,Ba,yy,2.61675,2.30298615,-0.31376384999999996,0.31376384999999996
mp-18789,C16Co4O16Tl4,31,O,yy,-0.99322,-1.30697906,-0.31375906,0.31375906
mp-18789,C16Co4O16Tl4,33,O,yy,-0.99322,-1.30697727,-0.31375727,0.31375727
mp-14001,As32Ba32Si8,11,Ba,xx,2.61675,2.30299282,-0.3137571800000001,0.3137571800000001
mp-3332,CrNaSe2,3,Se,yy,-2.04097,-1.72721338,0.31375662000000015,0.31375662000000015
mp-14018,As2K6,1,K,yy,0.81135,0.49759448,-0.31375552,0.31375552
mp-14001,As32Ba32Si8,22,Ba,yy,2.61675,2.30299926,-0.31375074000000014,0.31375074000000014
mp-14001,As32Ba32Si8,18,Ba,xx,2.61675,2.3029995,-0.31375050000000027,0.31375050000000027
mp-1536,K8Sb8,8,Sb,yy,-1.53477,-1.22102177,0.3137482300000001,0.3137482300000001
mp-14001,As32Ba32Si8,28,Ba,xx,2.61675,2.30300546,-0.31374454000000007,0.31374454000000007
mp-632403,Cd2Cl4,3,Cl,zz,-0.87126,-0.55752653,0.31373347000000007,0.31373347000000007
mp-632403,Cd2Cl4,5,Cl,zz,-0.87126,-0.55752742,0.31373258000000004,0.31373258000000004
mp-1029965,K30N38Os14,73,N,zz,-1.02589,-1.33961666,-0.31372665999999994,0.31372665999999994
mp-540609,Cs2I6Mn2,9,I,yy,-1.51397,-1.20025539,0.3137146100000001,0.3137146100000001
mp-1029584,K8N56Si40,11,Si,xx,3.93478,3.62107348,-0.31370651999999977,0.31370651999999977
mp-1029584,K8N56Si40,9,Si,xx,3.93478,3.6210742,-0.31370580000000015,0.31370580000000015
mp-1029584,K8N56Si40,10,Si,xx,3.93478,3.62107921,-0.31370078999999995,0.31370078999999995
mp-1029584,K8N56Si40,8,Si,xx,3.93478,3.62107992,-0.3137000799999998,0.3137000799999998
mp-1536,K8Sb8,9,Sb,yy,-1.5347,-1.22102833,0.31367166999999996,0.31367166999999996
mp-12904,Ag2Ho2Te4,1,Ho,zz,4.64594,4.33228588,-0.3136541200000007,0.3136541200000007
mp-1087549,Cs30N38W14,24,Cs,xx,1.84227,1.52862418,-0.3136458200000001,0.3136458200000001
mp-571642,Ca4Cl8,1,Ca,yy,2.39201,2.07837105,-0.3136389500000001,0.3136389500000001
mp-29287,Br10Co2Cs6,6,Co,zz,1.5521,1.23847651,-0.3136234900000001,0.3136234900000001
mp-3332,CrNaSe2,2,Se,yy,-2.04083,-1.72720706,0.3136229400000001,0.3136229400000001
mp-28744,Br8Os2Y8,9,Os,yy,-3.03451,-2.72089481,0.31361519000000015,0.31361519000000015
mp-31493,Ga9Rb3,0,Rb,zz,1.01857,1.33218384,0.3136138399999999,0.3136138399999999
mp-29287,Br10Co2Cs6,7,Co,zz,1.5521,1.23851287,-0.31358712999999994,0.31358712999999994
mp-1009088,As8Be4Ge4,7,Ge,zz,1.81373,1.50014424,-0.31358576000000005,0.31358576000000005
mp-1009088,As8Be4Ge4,4,Ge,zz,1.81373,1.50014806,-0.31358194000000017,0.31358194000000017
mp-28744,Br8Os2Y8,8,Os,yy,-3.03451,-2.72093201,0.3135779900000002,0.3135779900000002
mp-1009088,As8Be4Ge4,6,Ge,zz,1.81373,1.50015438,-0.31357562000000017,0.31357562000000017
mp-1009088,As8Be4Ge4,5,Ge,zz,1.81373,1.5001545,-0.3135755,0.3135755
mp-1029869,K30Mo14N38,52,N,zz,-0.81438,-1.12791872,-0.31353872000000005,0.31353872000000005
mp-540609,Cs2I6Mn2,4,I,yy,-1.51379,-1.20025802,0.31353198000000004,0.31353198000000004
mp-29826,C8N16Zn8,1,Zn,yy,1.89226,1.57874012,-0.3135198800000001,0.3135198800000001
mp-29826,C8N16Zn8,2,Zn,yy,1.89226,1.5787406,-0.3135194000000001,0.3135194000000001
mp-29826,C8N16Zn8,7,Zn,xx,1.89226,1.57874131,-0.31351869,0.31351869
mp-29826,C8N16Zn8,5,Zn,yy,1.89226,1.57874274,-0.31351726,0.31351726
mp-29826,C8N16Zn8,0,Zn,xx,1.89226,1.57874322,-0.31351678000000005,0.31351678000000005
mp-29826,C8N16Zn8,6,Zn,yy,1.89226,1.57874322,-0.31351678000000005,0.31351678000000005
mp-989643,Co2La2N6,8,N,xx,4.86608,4.5525651,-0.3135149000000004,0.3135149000000004
mp-29826,C8N16Zn8,3,Zn,xx,1.89226,1.57874537,-0.31351463,0.31351463
mp-29826,C8N16Zn8,4,Zn,xx,1.89226,1.57874656,-0.31351344000000014,0.31351344000000014
mp-14018,As2K6,5,K,xx,0.81109,0.49759454,-0.31349546,0.31349546
mp-989643,Co2La2N6,6,N,xx,4.86608,4.55258656,-0.31349344000000023,0.31349344000000023
mp-14018,As2K6,4,K,yy,0.81108,0.49759454,-0.31348546000000005,0.31348546000000005
mp-510076,Au5O2Rb7,11,Au,zz,-1.04498,-0.73152375,0.31345625,0.31345625
mp-29487,Cl12Pd6,15,Cl,yy,-0.60355,-0.2900942,0.3134558,0.3134558
mp-510076,Au5O2Rb7,8,Au,zz,-1.04498,-0.73152423,0.31345577,0.31345577
mp-16839,N12Na12W4,22,N,zz,-1.19295,-0.87951094,0.31343906,0.31343906
mp-632403,Cd2Cl4,2,Cl,zz,-0.87096,-0.557522,0.313438,0.313438
mp-632403,Cd2Cl4,4,Cl,zz,-0.87096,-0.55752659,0.3134334099999999,0.3134334099999999
mp-1990,As16Mg24,2,Mg,xx,1.69116,1.37777281,-0.31338719000000004,0.31338719000000004
mp-675180,CuErSe2,2,Se,yy,-2.82898,-2.51559734,0.31338266000000026,0.31338266000000026
mp-8934,As4Cs4Sn2,1,Cs,yy,1.61249,1.29911661,-0.31337339,0.31337339
mp-675180,CuErSe2,2,Se,xx,-2.82894,-2.51558232,0.31335767999999975,0.31335767999999975
mp-1214348,Ag2Ba2La2Te6,9,Te,yy,-2.18432,-1.87102449,0.3132955100000001,0.3132955100000001
mp-8934,As4Cs4Sn2,0,Cs,yy,1.61239,1.29910183,-0.3132881700000001,0.3132881700000001
mp-18938,Mo2O8Tl4,12,O,yy,-0.98911,-0.67584002,0.31326998000000006,0.31326998000000006
mp-29379,Bi4K12Te12,2,K,zz,1.40527,1.09200716,-0.31326283999999993,0.31326283999999993
mp-29379,Bi4K12Te12,3,K,xx,1.40527,1.0920074,-0.31326260000000006,0.31326260000000006
mp-29379,Bi4K12Te12,1,K,yy,1.40527,1.09200895,-0.31326104999999993,0.31326104999999993
mp-29379,Bi4K12Te12,0,K,yy,1.40527,1.0920105,-0.3132595,0.3132595
mp-29379,Bi4K12Te12,0,K,zz,1.40527,1.09201086,-0.31325914,0.31325914
mp-29379,Bi4K12Te12,0,K,xx,1.40527,1.09201097,-0.31325903,0.31325903
mp-29379,Bi4K12Te12,2,K,yy,1.40527,1.09201276,-0.31325724,0.31325724
mp-29379,Bi4K12Te12,3,K,zz,1.40527,1.092013,-0.3132570000000001,0.3132570000000001
mp-29379,Bi4K12Te12,1,K,zz,1.40527,1.09201491,-0.31325508999999996,0.31325508999999996
mp-29379,Bi4K12Te12,3,K,yy,1.40527,1.09201491,-0.31325508999999996,0.31325508999999996
mp-29379,Bi4K12Te12,1,K,xx,1.40527,1.09201515,-0.3132548500000001,0.3132548500000001
mp-29379,Bi4K12Te12,2,K,xx,1.40527,1.09201694,-0.3132530600000001,0.3132530600000001
mp-1214348,Ag2Ba2La2Te6,8,Te,yy,-2.18423,-1.87102604,0.31320395999999984,0.31320395999999984
mp-2833,Ir8S16,10,S,xx,-0.07814,-0.39131409,-0.31317409,0.31317409
mp-2833,Ir8S16,11,S,xx,-0.07814,-0.39130566,-0.31316566,0.31316566
mp-2833,Ir8S16,9,S,xx,-0.07814,-0.39130551,-0.31316551000000004,0.31316551000000004
mp-2833,Ir8S16,8,S,xx,-0.07814,-0.39130312,-0.31316312,0.31316312
mp-30001,Ba32N38Nb10,52,N,xx,-2.9503,-2.63715029,0.3131497099999998,0.3131497099999998
mp-32750,Cu4I4,5,I,yy,-1.06117,-0.74805689,0.31311311,0.31311311
mp-32750,Cu4I4,3,Cu,xx,1.09373,0.78063381,-0.3130961900000001,0.3130961900000001
mp-13542,Ge2Te8Zr2,11,Te,yy,-0.44278,-0.12969846,0.31308154,0.31308154
mp-13542,Ge2Te8Zr2,10,Te,yy,-0.44278,-0.12969881,0.31308119,0.31308119
mp-2184,As8O12,3,As,zz,2.34847,2.03539371,-0.3130762899999997,0.3130762899999997
mp-14018,As2K6,1,K,xx,0.81065,0.49759421,-0.31305579,0.31305579
mp-14018,As2K6,0,K,yy,0.81062,0.49759459,-0.31302541,0.31302541
mp-17186,Al4As12Ca12,12,Al,zz,1.87656,1.5635581,-0.31300189999999994,0.31300189999999994
mp-17186,Al4As12Ca12,14,Al,zz,1.87656,1.56356144,-0.31299856000000004,0.31299856000000004
mp-30001,Ba32N38Nb10,53,N,xx,-2.95016,-2.63716269,0.3129973100000001,0.3129973100000001
mp-1536,K8Sb8,11,Sb,yy,-1.53401,-1.22102499,0.31298501,0.31298501
mp-569030,Be9Cl18,0,Be,yy,1.69639,1.3834126,-0.31297740000000007,0.31297740000000007
mp-1376713,Ca12Mo8O28,9,Ca,yy,2.8013,2.48837638,-0.31292361999999985,0.31292361999999985
mp-1376713,Ca12Mo8O28,10,Ca,yy,2.8013,2.48837996,-0.31292003999999984,0.31292003999999984
mp-1376713,Ca12Mo8O28,3,Ca,yy,2.8013,2.48838353,-0.3129164699999998,0.3129164699999998
mp-1376713,Ca12Mo8O28,4,Ca,yy,2.8013,2.48838377,-0.3129162299999999,0.3129162299999999
mp-15013,B6Rb6S12,5,Rb,yy,1.18858,0.87566698,-0.31291302,0.31291302
mp-15013,B6Rb6S12,2,Rb,yy,1.18858,0.87566781,-0.3129121899999999,0.3129121899999999
mp-15013,B6Rb6S12,1,Rb,yy,1.18858,0.87567103,-0.31290896999999995,0.31290896999999995
mp-15013,B6Rb6S12,4,Rb,yy,1.18858,0.87567139,-0.3129086099999999,0.3129086099999999
mp-15953,P8Rh4,10,Rh,yy,-4.17232,-3.85941315,0.31290685000000007,0.31290685000000007
mp-1376713,Ca12Mo8O28,8,Ca,yy,2.80128,2.48838067,-0.31289933000000003,0.31289933000000003
mp-1376713,Ca12Mo8O28,11,Ca,yy,2.80128,2.48838282,-0.3128971800000002,0.3128971800000002
mp-1376713,Ca12Mo8O28,5,Ca,yy,2.80128,2.48838615,-0.31289385000000003,0.31289385000000003
mp-1376713,Ca12Mo8O28,2,Ca,yy,2.80128,2.48838711,-0.3128928900000001,0.3128928900000001
mp-29898,Au8S6Tl4,5,Au,zz,-0.64988,-0.33700055,0.31287945,0.31287945
mp-11131,Ge4Hg6K4S16,14,S,yy,-1.4177,-1.10482192,0.31287807999999995,0.31287807999999995
mp-29898,Au8S6Tl4,4,Au,zz,-0.64988,-0.33700353,0.31287647,0.31287647
mp-11131,Ge4Hg6K4S16,22,S,yy,-1.4177,-1.1048243,0.3128757,0.3128757
mp-29898,Au8S6Tl4,10,Au,zz,-0.64988,-0.33700594,0.31287406,0.31287406
mp-29898,Au8S6Tl4,6,Au,zz,-0.64988,-0.33700737,0.31287263000000004,0.31287263000000004
mp-16773,K2O24P8Tb2,27,O,xx,-1.78792,-1.4750675,0.3128525,0.3128525
mp-16773,K2O24P8Tb2,26,O,xx,-1.78792,-1.47507095,0.31284904999999985,0.31284904999999985
mp-8697,B2O6Sc2,8,O,xx,-2.67329,-2.36046839,0.3128216100000003,0.3128216100000003
mp-22916,BrNa,0,Na,xx,1.13677,0.82395899,-0.3128110100000001,0.3128110100000001
mp-8697,B2O6Sc2,5,O,xx,-2.67327,-2.36046553,0.3128044700000001,0.3128044700000001
mp-29845,Cl27Cs9Hg9,42,Cl,xx,-1.01947,-0.70670122,0.3127687800000001,0.3127687800000001
mp-23427,Bi8O24Ti6,26,O,zz,-3.57623,-3.26347017,0.31275982999999963,0.31275982999999963
mp-27396,Cl2Ni,1,Cl,zz,-0.41884,-0.10608981,0.31275019,0.31275019
mp-1536,K8Sb8,10,Sb,yy,-1.53378,-1.22103548,0.31274451999999986,0.31274451999999986
mp-23427,Bi8O24Ti6,37,O,zz,-3.57623,-3.2634871,0.31274289999999993,0.31274289999999993
mp-27396,Cl2Ni,2,Cl,zz,-0.41883,-0.10608915,0.31274084999999996,0.31274084999999996
mp-652046,Br4Re12S16,29,Br,xx,0.10249,-0.21022859,-0.31271859,0.31271859
mp-1206230,O2Rb2Tl2,5,O,xx,-2.22258,-1.90986502,0.31271497999999975,0.31271497999999975
mp-1206230,O2Rb2Tl2,4,O,xx,-2.22258,-1.90986502,0.31271497999999975,0.31271497999999975
mp-652046,Br4Re12S16,28,Br,xx,0.10249,-0.21022397,-0.31271397,0.31271397
mp-570248,C24N36Na12,35,C,zz,0.92211,0.60944945,-0.31266055000000004,0.31266055000000004
mp-570248,C24N36Na12,31,C,zz,0.92211,0.60945076,-0.31265924,0.31265924
mp-32750,Cu4I4,5,I,zz,-1.06014,-0.74751604,0.31262396000000003,0.31262396000000003
mp-570046,Mo12N48Sr36,52,N,xx,-2.58351,-2.270895,0.3126150000000001,0.3126150000000001
mp-11131,Ge4Hg6K4S16,15,S,yy,-1.41744,-1.10482574,0.31261426000000014,0.31261426000000014
mp-11131,Ge4Hg6K4S16,23,S,yy,-1.41744,-1.10482645,0.31261355,0.31261355
mp-570046,Mo12N48Sr36,95,N,xx,-2.58351,-2.27090192,0.31260807999999995,0.31260807999999995
mp-570046,Mo12N48Sr36,76,N,xx,-2.58351,-2.27090216,0.3126078400000001,0.3126078400000001
mp-570046,Mo12N48Sr36,71,N,xx,-2.58351,-2.27090931,0.31260069,0.31260069
mp-11116,Cd2Cs2Se6Y2,1,Cs,xx,1.13599,0.82339251,-0.31259749000000003,0.31259749000000003
mp-11116,Cd2Cs2Se6Y2,0,Cs,xx,1.13599,0.82339424,-0.31259576,0.31259576
mp-1029862,Mo14N38Na30,52,N,yy,-5.40658,-5.09399891,0.3125810900000001,0.3125810900000001
mp-1069706,K2PdSe2,2,Pd,zz,2.96323,2.65068841,-0.3125415899999999,0.3125415899999999
mp-17791,Cd16Se24Si4,22,Se,yy,-1.22379,-0.91125542,0.3125345799999999,0.3125345799999999
mp-17791,Cd16Se24Si4,34,Se,yy,-1.22379,-0.91125607,0.31253392999999996,0.31253392999999996
mp-17791,Cd16Se24Si4,35,Se,yy,-1.22379,-0.91126978,0.3125202199999999,0.3125202199999999
mp-17791,Cd16Se24Si4,23,Se,yy,-1.22379,-0.91127193,0.31251807,0.31251807
mp-1219132,Mo2Re4Se8,1,Re,xx,-0.02635,-0.33884498,-0.31249498000000003,0.31249498000000003
mp-570248,C24N36Na12,18,C,zz,0.92194,0.60945076,-0.31248924,0.31248924
mp-570248,C24N36Na12,33,C,zz,0.92194,0.60945469,-0.31248531,0.31248531
mp-14289,Ba6P8,9,P,zz,-1.58074,-1.26827025,0.31246975,0.31246975
mp-1205652,Cl6Ni2Tl2,5,Cl,xx,-0.97608,-0.66361964,0.31246036,0.31246036
mp-1205652,Cl6Ni2Tl2,4,Cl,xx,-0.97608,-0.66362381,0.3124561899999999,0.3124561899999999
mp-17830,Au2Ge8Rb6,5,Rb,yy,0.99528,0.68282932,-0.3124506800000001,0.3124506800000001
mp-17830,Au2Ge8Rb6,4,Rb,yy,0.99528,0.68283409,-0.3124459100000001,0.3124459100000001
mp-17830,Au2Ge8Rb6,3,Rb,yy,0.99528,0.68283802,-0.31244198,0.31244198
mp-17830,Au2Ge8Rb6,2,Rb,yy,0.99528,0.68284094,-0.3124390600000001,0.3124390600000001
mp-961693,AuInZr,2,Au,xx,-3.05817,-2.74576402,0.31240597999999986,0.31240597999999986
mp-961693,AuInZr,2,Au,zz,-3.05817,-2.74576521,0.31240479,0.31240479
mp-541937,In6S12Zn3,18,S,zz,-0.52388,-0.21147692,0.31240308,0.31240308
mp-961693,AuInZr,2,Au,yy,-3.05817,-2.74576759,0.31240241000000024,0.31240241000000024
mp-541937,In6S12Zn3,10,S,zz,-0.52388,-0.21148217,0.31239783,0.31239783
mp-541937,In6S12Zn3,14,S,zz,-0.52388,-0.21151014,0.31236986,0.31236986
mp-22916,BrNa,0,Na,yy,1.1363,0.82395887,-0.3123411300000001,0.3123411300000001
mp-570046,Mo12N48Sr36,74,N,xx,-2.58322,-2.27088642,0.3123335799999998,0.3123335799999998
mp-570046,Mo12N48Sr36,59,N,xx,-2.58322,-2.27089691,0.31232309,0.31232309
mp-570046,Mo12N48Sr36,83,N,xx,-2.58322,-2.27089715,0.3123228499999997,0.3123228499999997
